,Job_details,Job_details,Job_details,Job_details,Job_details,Job_details,Job_details,Salary,Salary,Salary,Salary,Salary,Salary,Company_info,Company_info,Company_info,Company_info,Company_info,Company_info,Company_info,Company_info,Company_info,Company_info,Company_info,Company_info,Company_info,Company_info,Company_info,Company_info,Company_info,Company_info,Company_info,Education,Education,Education,Education,Version_control,Cloud_platforms,Cloud_platforms,Cloud_platforms,Cloud_platforms,Cloud_platforms,Cloud_platforms,Cloud_platforms,Cloud_platforms,Cloud_platforms,Cloud_platforms,RDBMS,RDBMS,RDBMS,RDBMS,RDBMS,NOSQL,NOSQL,NOSQL,NOSQL,Search_&_Analytics,Search_&_Analytics,Search_&_Analytics,Search_&_Analytics,Search_&_Analytics,Search_&_Analytics,Search_&_Analytics,Data_integration_and_processing,Data_integration_and_processing,Data_integration_and_processing,Stream_processing_tools,Stream_processing_tools,Stream_processing_tools,Workflow_orchestration_tools,Workflow_orchestration_tools,Workflow_orchestration_tools,Big_Data_processing,Big_Data_processing,Big_Data_processing,OS,Programming_languages,Programming_languages,Programming_languages,Programming_languages,Programming_languages,Programming_languages,Programming_languages,Programming_languages,Programming_languages,Programming_languages,Business_Intelligence_Tools,Business_Intelligence_Tools,Business_Intelligence_Tools,Business_Intelligence_Tools,Business_Intelligence_Tools,Business_Intelligence_Tools,Business_Intelligence_Tools,Business_Intelligence_Tools,Business_Intelligence_Tools,Business_Intelligence_Tools,Business_Intelligence_Tools,Business_Intelligence_Tools,Business_Intelligence_Tools,Business_Intelligence_Tools,Business_Intelligence_Tools
222,Data Engineer,"Airbus is an international pioneer in the aerospace industry. We are a leader in designing, manufacturing and delivering aerospace products, services and solutions to customers on a global scale. We aim for a better-connected, safer and more prosperous world.
A commercial aircraft manufacturer, with Space and Defense as well as Helicopters Divisions, Airbus is the largest aeronautics and space company in Europe and a worldwide leader.
Airbus has built on its strong European heritage to become truly international - with roughly 180 locations and 12,000 direct suppliers globally. The company has aircraft and helicopter final assembly lines across Asia, Europe and the Americas, and has achieved a more than sixfold order book increase since 2000.",,Atlanta, GA,31,True,76000.0,111000.0,93500.0,$,False,False,Airbus Americas,4.0,10000+,Company - Public,Aerospace & Defense,Aerospace & Defense,53.0,$10+ billion,0.84,0.91,3.7,3.8,3.4,4.0,3.8,"['""Good Work life balance and Job Stability"" (in 90 reviews)', '""Well paid salaries and good social protection."" (in 126 reviews)', '""Good management and employee oriented company."" (in 70 reviews)', '""2. Good benefit"" (in 48 reviews)', '""People are great"" (in 64 reviews)']","['""There is no work life balance"" (in 90 reviews)', '""Low salaries"" (in 126 reviews)', '""Poor structurebfie management and engineers often try to cut the corners and comprise quality for rate."" (in 70 reviews)', '""Benefits could be better in UK"" (in 48 reviews)']",4.3,"['Health Insurance (19 comments)\n""Company contributes to health insurance in line with the statutory requirements""', 'Vacation & Paid Time Off (10 comments)\n""Overtime can be taken as time off if workload allows it""', '401K Plan (8 comments)\n""According to the law in Singapore""']",False,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
227,Data Engineer,"THE SUNWATER INSTITUTE
The Sunwater Institute is a nonprofit, nonpartisan public policy organization focused on improving the foundations of our social systems. The Sunwater Institute’s current programs focus on improving congressional performance, preserving and advancing constitutional rights and liberties, strengthening and enlarging property rights, and exploring the foundations of group decision-making.
The Sunwater Institute’s interdisciplinary, long-term orientation and focus on the building blocks of social systems sets it apart as a haven for bold, fresh ideas and free, constructive dialogue. The Sunwater Institute is located in North Bethesda and maintains a presence on Capitol Hill.
POSITION
The Sunwater Institute is seeking a Data Engineer who has a background in engineering or computer science and is highly skilled in SQL and database services technologies. The ideal candidate will possess strong problem-solving skills, excellent communication, and a great technical aptitude. The individual in this position will provide project support and help drive team initiatives. The candidate will be creative, and comfortable working in small teams and coordinating with US and non-US-based developers.",,North Bethesda, MD,6,True,82000.0,120000.0,101000.0,$,False,False,Sunwater Capital,4.0,1 to 50,Company - Public,,,,,,,,,,,,['No Pros have been reported by the Glassdoor community.'],"['""very individual assignments, little opportunity for collaboration"" (in 1 reviews)']",,,False,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
228,Python Data Engineer,"Great opportunity to join a dynamic company on the cutting edge and making a difference in the world we live in!
The role is a unique opportunity to be part of a dynamic, and growing team taking actionable steps to address climate change.
We need to see skills, Python, CI/CD, and either Kubernetes and/or Docker
As a Data Engineer , You will deliver on below missions:
Deploy , covering all aspects from data discovery
Work closely with product development team to feed your experience from the frontline back to the",,Boston, MA,31,True,90000.0,150000.0,120000.0,$,True,False,Edrstaffing,,,,,,,,,,,,,,,,,,,False,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
230,Senior Data Engineer,"Camgian is hiring a senior data engineer to help build and maintain highly optimized and available data pipelines that facilitate its data science and AI/ML developments. Strategically, the candidate will work towards an overall data framework that handles the company's growing data needs. In keeping with this overarching aim, the senior data engineer will understand client needs and use this understanding to gather data from available sources, define data collection needs, integrate, and clean data into desired formats, and outline methods to sustain the data. This information is organized into project requirements and strategy, breaks down work, assigns tasks to junior staff, and monitors’ progress.
A successful candidate will serve many roles, including data architect, designer, and problem solver who enjoys developing methods to capture/collect data, streamlining data into AI/ML development activities, supporting reporting/scientific tools, multi-tasking, and credibly interfacing between technical teams and business stakeholders. Your experience, combined with problem-solving abilities, business understanding, and technical savvy, will be used to identify opportunities to solve existing business problems and look around corners for future opportunities.",Senior,Starkville, MS,31,True,106000.0,159000.0,132500.0,$,False,False,Camgian,4.9,1 to 50,Company - Private,Information Technology,Computer Hardware Development,,$5 to $25 million,0.99,1.0,4.5,4.8,4.6,4.7,4.9,"['""Camgian benefits from having been able to attract a large talent pool of employees either from the local university or further reaches."" (in 3 reviews)', '""Dynamic work environment, interesting projects, great culture, CEO who prioritizes transparency, company culture, and innovation, smart and helpful coworkers, unlimited paid"" (in 4 reviews)', '""Great managers"" (in 2 reviews)', '""Fantastic pay for intern/co"" (in 1 reviews)', '""Super great team, cool projects, subsidized lunches, awesome people"" (in 1 reviews)']","['""The managers really address that arise to make this a great place to work."" (in 2 reviews)']",5.0,"['Maternity & Paternity Leave (3 comments)\n""Unlimited time off for having baby""']",False,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
232,Senior Data Engineer,"Overview:
As Senior Data Engineer, you will serve as an integral member of the Business Applications team, helping to build and design the data platform for the Company as well as scaling architecture and warehouse solutions. As we grow and scale, the Senior Data Engineer is responsible for taking the business through transition and setting teams up for success by interfacing and collaborating with the Marketing, Finance, Sales, Success, and Support teams. Additionally, in this position, you will help to mentor other team members and engage with stakeholders in guiding them through technical conversations.
Responsibilities:
Essential Duties and responsibilities include the following.Reasonable accommodations may be made to enable individuals with disabilities to perform the essential functions.
Acts as system administrator for Data Warehouse, including maintenance of user access, user security, creation of objects, monitoring of extract file loads, maintenance and setup of report schedules, maintenance of hierarchies, validation of data integrity, and creation of custom views and queries
Qualifications:
EEO Commitment:",Senior,Folsom, CA,9,False,111000.0,153000.0,132000.0,$,False,False,PowerSchool Group LLC,3.8,1001 to 5000,Company - Public,Information Technology,Enterprise Software & Network Solutions,26.0,$100 to $500 million,0.75,0.9,3.8,3.6,3.5,3.9,4.0,"['""Good work life balance if you\'re good at what you do."" (in 43 reviews)', '""Management is good and we are working for education domain."" (in 37 reviews)', '""Pay is good"" (in 38 reviews)', '""Good Work Culture and Open"" (in 36 reviews)', '""Great benefits."" (in 16 reviews)']","['""No work life balance."" (in 43 reviews)', '""Worst management that I have ever seen in cloud operations team"" (in 37 reviews)', '""I was part of a buyout and my pay was low coming in, come to find out they pay even less."" (in 38 reviews)']",3.7,"['Health Insurance (19 comments)\n""It was great for my needs.""', '401K Plan (19 comments)\n""The Employer contribution is exceptional.""', 'Vacation & Paid Time Off (7 comments)\n""Company offers Discretionary Time-Off (DTO) which seems great at first but you end up using less of it.""']",False,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
233,Senior Data Engineer,"job description:
Member of the Hiscox US IT team data engineering practice
Position: Senior Data Engineer
Reporting to: Director of Data Engineering
Location: Atlanta (Hybrid – Remote/Office)
The role
You will be a senior member of our US IT Team data engineering practice. You will be an early member of this team and will work closely with the Director of Data Engineering to help establish it. We will have our work cut out for us delivering planned work, building the practice and evolving our technical landscape. This is an exciting opportunity for the right individual to join at the very beginning and grow with the new team.",Senior,Atlanta, GA,6,True,140000.0,170000.0,155000.0,$,True,False,Hiscox,4.1,1001 to 5000,Company - Public,Insurance,Insurance Carriers,122.0,$1 to $5 billion,0.84,,3.8,3.9,3.9,4.1,4.3,"['""Good Work life balance"" (in 4 reviews)', '""Good working environment, full of enthusiastic and capable people."" (in 4 reviews)', '""Good benefits"" (in 4 reviews)', '""Good environment friendly relaxed interesting project"" (in 5 reviews)']","['""Not the highest salaries and bonuses have been lower recently"" (in 6 reviews)']",4.1,"['Health Insurance (19 comments)\n""They contribute to your HSA yearly""', 'Vacation & Paid Time Off (18 comments)\n""Pto is always available. They give you a good amount.""', '401K Plan (10 comments)\n""5% with 5 years vesting period""']",False,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
234,Data engineer,"Qualification:
Master's Degree in Statistical Analytics, Data Science, or Bachelor's Degree in computer science engineering will be considered with at least three - five years of applicable work experience
Preferred Proficiency:

Web development experience (AngularJS, D3).
Experience in a statistical programming language like R or Python; applied machine learning techniques including dimensionality reduction strategies, supervised/unsupervised classification and natural language processing frameworks.",,Fremont, CA,31,False,104000.0,152000.0,128000.0,$,False,False,Stacklogy,4.9,1 to 50,Company - Public,,,,,1.0,1.0,4.8,4.8,4.8,4.5,4.5,"['""Good Leadership, Friendly team, High growth opportunities."" (in 3 reviews)', '""Nice Work Environment, Nice Team Work"" (in 3 reviews)', '""Compleet transparency."" (in 1 reviews)', '""Good management."" (in 1 reviews)']","['""Restricted Growth opportunity as it being a service based organization"" (in 3 reviews)', '""Lack Of Holidays, Lack Of Resources"" (in 1 reviews)']",4.5,,True,True,False,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
236,"Data Engineer - SnowFlake, Azure Data, Terraform","TITLE: Data Engineer – Snowflake, Azure Data, Terraform
LOCATION: On-site/hybrid, Portland, OR
PAY: Target pay for this role is between $115,000 and $130,000 annually but may vary based on experience
ENGAGEMENT TYPE: Direct Hire
DURATION: Permanent

WHAT YOU’LL BE DOING",,Portland, OR,31,True,125000.0,125000.0,125000.0,$,True,False,ProFocus,5.0,51 to 200,Company - Private,Information Technology,Information Technology Support Services,10.0,$5 to $25 million,1.0,1.0,4.6,4.5,4.9,4.8,4.8,"['""I am new in the technology field and everyone has been so supportive and with you every step of the way."" (in 1 reviews)']",['No Cons have been reported by the Glassdoor community.'],4.8,,False,False,False,False,,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
238,Data Engineer,"Position can be 100% remote but preferred to have candidates who can periodically (2 x month) work at headquarters.
(Data Engineer)
Job Description:
Assigned Personnel to provide data analytic support to the Data Analytics/Data Integration Project for Judicial Branch Statistical Information System (JBSIS) data reporting.
This position will perform high level data engineering and data analytics on a variety of agency data sources, but primarily on the Judicial Branch Statistical Information System (JBSIS).",,San Francisco, CA,13,True,113000.0,150000.0,131500.0,$,True,False,Business Integra Inc,3.5,201 to 500,Company - Private,Information Technology,Information Technology Support Services,22.0,$25 to $100 million,0.7,0.67,3.4,3.5,3.5,3.4,3.5,"['""Good flexibility working with team"" (in 2 reviews)', '""Good pay and nice motivating people that support growth"" (in 1 reviews)', '""Flexible hours, Opportunities to grow,"" (in 1 reviews)', '""Great environment to work with this company"" (in 1 reviews)']",['No Cons have been reported by the Glassdoor community.'],2.1,"['Vacation & Paid Time Off (3 comments)\n""It is about average for contractors""']",False,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
239,Data Engineer,"The Sunwater Institute is a nonprofit, nonpartisan public policy organization focused on improving the foundations of our social systems. The Sunwater Institute’s current programs focus on improving congressional performance, preserving and advancing constitutional rights and liberties, strengthening and enlarging property rights, and exploring the foundations of group decision-making.
The Sunwater Institute’s interdisciplinary, long-term orientation and focus on the building blocks of social systems sets it apart as a haven for bold, fresh ideas and free, constructive dialogue. The Sunwater Institute is located in North Bethesda and maintains a presence on Capitol Hill.
POSITION
The Sunwater Institute is seeking a Data Engineer who has a background in engineering or computer science and is highly skilled in SQL and database services technologies. The ideal candidate will possess strong problem-solving skills, excellent communication, and a great technical aptitude. The individual in this position will provide project support and help drive team initiatives. The candidate will be creative, and comfortable working in small teams and coordinating with US and non-US-based developers.",,Rockville, MD,7,True,,,,,False,False,The Sunwater Institute,,,,,,,,,,,,,,,,,,,False,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
250,Senior Data Engineer [ Remote ],"Senior Data Engineer
Location:
[Remote]
Salary Range:
$130,000-$165,000 / Annual Salary
Position Summary:",Senior,Remote,Remote,1,False,130000.0,165000.0,147500.0,$,True,False,"FFF Enterprises, Inc.",4.4,201 to 500,Company - Private,Retail & Wholesale,Wholesale,35.0,$1 to $5 billion,0.73,0.86,3.7,3.8,3.6,3.4,4.0,"['""The pay was good and vacation was offered"" (in 12 reviews)', '""People are ok and benefits are good"" (in 7 reviews)', '""Fun workplace and friendly coworkers"" (in 10 reviews)', '""CEO seemed to care, he had fun things for the employees to do."" (in 3 reviews)']","['""Pay is a little low, but you get a full benefit package"" (in 12 reviews)', '""Remote location, average low benefits."" (in 7 reviews)', '""Pressure at work is great"" (in 11 reviews)', '""Ceo is a prima donna."" (in 3 reviews)']",3.8,,False,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
252,Senior Data Engineer,"Your Opportunity

The Schwab Technology Sevrvices Data team in Data and Rep Technology (DaRT) at Schwab is looking for a Senior Data Engineer with skills in Python or OOP to enable the strategic use of technology data assets for the entire STS organization. Would you like to be part of a new team chartered to build the next generation data & analytics platform supporting Schwab Technology Services?

Our ideal candidate is enthusiastic about learning new technologies (Python or OOP) and delivering exceptional data solutions for our technology organization at Schwab. You need to have proven critical thinking skills and a focus on pragmatic problem solving. We require strong ethics and the ability to partner with business stakeholders and technologists across the organization. You should have backgrounds in both software development (Python or OOP) and data engineering, along with a strong passion for leveraging real-time data insights and analytics.",Senior,Westlake, TX,31,False,99000.0,220000.0,159500.0,$,True,False,Charles Schwab,4.1,10000+,Company - Public,Financial Services,Investment & Asset Management,50.0,$10+ billion,0.8,0.91,3.9,3.9,3.8,4.1,4.2,"['""Good Work life balance in the company"" (in 41 reviews)', '""Pay is good."" (in 60 reviews)', '""Culture is great,"" (in 53 reviews)', '""Good benefits, Over all fun work"" (in 41 reviews)', '""If you get a good manager they can have a lot of pull in terms of raises and promotions"" (in 44 reviews)']","['""No work life balance"" (in 41 reviews)', '""Pay is below market for software engineers"" (in 60 reviews)', '""The process and the culture are extremely rigid and isolating."" (in 53 reviews)', '""Your yearly raise and bonus are highly dependent on your relationship with your manager and director."" (in 44 reviews)']",4.0,"['401K Plan (205 comments)\n""Great 5% matching along with bonus matched""', 'Health Insurance (199 comments)\n""Premium isn’t as low as other companies""', 'Vacation & Paid Time Off (101 comments)\n""Sabbatical every 5 years help retain employees loyalty""']",False,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
253,Sr. Data Engineer,"Hello ,
Hope you are doing well!!!
We are constantly on the lookout for professionals to fulfil the staffing needs of our clients, and we currently have a job opening that may interest you
Job Title: AWS Data Engineer
Position Type: Contract
Location- Onsite from Day 1 Malvern PA OR NC Contract
· Strong data engineers with Glue ETL, PySpark, AWS experience. Please send the resumes right away.",Senior,Malvern, PA,31,True,166400.0,166400.0,166400.0,$,True,True,New York Technology Partners,4.0,51 to 200,Company - Private,Information Technology,Computer Hardware Development,24.0,$25 to $100 million,0.81,0.82,3.7,3.6,3.8,4.0,3.8,"['""Very nice and cooperative people"" (in 2 reviews)', '""they take care of all immigration related issues, and makes you feel important always, Health insurance benefits is pretty good."" (in 1 reviews)']","['""Very Clear and transparent HR Practices followed"" (in 1 reviews)']",3.0,,False,False,False,False,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
255,Senior Data Engineer,"Company: Oak Street Health
Title: Sr Data Engineer
Company Description
Oak Street Health is a rapidly growing company of primary care centers for adults on Medicare in medically-underserved communities where there is little to no quality healthcare. Oak Street’s care is based on an entirely new model that is based on value for its patients, not on volume of services. The company is accountable for its patients’ health, spending more than twice as long with its patients and taking on the risks and costs of their care. For more information, visit http://www.oakstreethealth.com.
Role Description:",Senior,Chicago, IL,4,True,98000.0,137000.0,117500.0,$,False,False,Oak Street Health,3.6,1001 to 5000,Company - Public,Healthcare,Health Care Services & Hospitals,11.0,,0.68,0.77,3.8,3.7,3.3,3.4,3.8,"['""Amazing people, true sense of ownership in terms of driving the org forward"" (in 10 reviews)', '""Great people and culture there!"" (in 3 reviews)', '""Great managers who inspire teamwork."" (in 2 reviews)', '""Good code quality is preferred over quick poor quality"" (in 2 reviews)']","['""Amount of paid holidays is nothing extraordinary"" (in 3 reviews)']",3.9,"['Health Insurance (28 comments)\n""Great insurance network , insurance excepted everywhere""', 'Vacation & Paid Time Off (18 comments)\n""Good amount of sick and vacation days.""', '401K Plan (11 comments)\n""They match the employee contribution""']",False,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
256,Azure Data Engineer,"Role: Azure Data Engineer
Location: NY (2-3 days onsite)
Exp: 9+ years
Required:
Data Engineer with and architecture understanding.
Data bricks
Python
Data processing",,Buffalo, NY,31,True,85000.0,119000.0,102000.0,$,False,False,primesoft,4.0,201 to 500,Company - Private,Information Technology,Information Technology Support Services,17.0,$5 to $25 million,0.76,0.91,3.9,3.7,3.9,3.8,4.0,"['""Company has good ethics and they always priortise work life balance for the employees"" (in 8 reviews)', '""Organization is providing new technology exposure and experience to its employees to keep them updated and in a state of readiness to embrace new technologies as early bird adaptors"" (in 7 reviews)', '""Good work culture"" (in 6 reviews)', '""It\'s a great opportunity to work with PrimeSoft for every employee to achieve goals in their future."" (in 6 reviews)', '""The management and HR have taken a keen effort and have provided a good understanding of the company, its culture, and what is expected of employees."" (in 5 reviews)']","['""there is no work life balance"" (in 8 reviews)', '""People in management do not value the employees."" (in 5 reviews)']",,,False,False,False,False,,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
258,Senior Data Engineer,"Discord is looking for experienced and passionate data engineers to join our Data team! As one of the early data engineers at Discord, you’ll have an outsized impact on our data foundations. Data Engineers at Discord collaborate with data science and engineering teams to design, build, and scale high-leverage datasets that enable analytics, modeling, and experimentation. These critical datasets directly inform how we identify opportunities, measure success, and drive decision making. If this sounds exciting to you and you’re passionate about data, impact, and working on an amazing team, read on! Check out our blog here! What you'll be doing Create and maintain data pipelines and foundational datasets to support analytics, modeling, experimentation, and product/business needs Design and build database architectures with massive and complex data, balancing ergonomic benefits with computational load and cost Collaborate closely with data science and engineering teams to improve the coverage, accuracy, and reliability of instrumentation Develop audits for data quality at scale, implementing alerting and anomaly detection as necessary Create scalable dashboards and reports to support business objectives and enable data-driven decision making Partner with data scientists, engineers, and product teams to accomplish all of the above! You'll Thrive In This Role If (not hard qualifications - if you're not sure, please apply!) 4+ years of experience building data pipelines in production with deep knowledge of performant scalable patterns 4+ years of experience in designing, developing, and maintaining robust data models from structured and unstructured sources 4+ years of experience writing accurate and effective code in SQL and Python Experience implementing and monitoring audits for data quality with massive data sets (e.g. billions of rows) Experience proactively identifying opportunities to improve ETL &amp; dashboard performance and cost Experience leveraging your excellent communication skills to thrive in ambiguous environments where problems are not well-defined and evolve quickly A desire to work with amazing, passionate people who care deeply about solving challenging problems to improve Discord. Last but not least - a collaborative attitude and a healthy dose of natural curiosity! Bonus Points Passion for Discord or online communities Experience owning and proactively improving the data models for a functional area Experience collaborating directly with data science and product engineering teams Experience with modern data storage and processing technologies (i.e. BigQuery SQL, Looker, Airflow, and DBT or similar) Experience with designing data architecture to power a variety of use cases, including experimentation The US base salary range for this full-time position is $190,000 to $204,000 + equity + benefits. Our salary ranges are determined by role and level. Within the range, individual pay is determined by additional factors, including job-related skills, experience, and relevant education or training. Please note that the compensation details listed in US role postings reflect the base salary only, and do not include equity, or benefits. #buildbelonging #LI-JF1Benefits and Perks Comprehensive medical insurance including Health, Dental and Vision (plus up to $20,000 for gender affirmation procedures) Mental health resources and quarterly wellness stipends 16+ paid holidays, 4 weeks of PTO + use-what-you-need sick days Paid parental leave (plus fertility, adoption and other family planning benefits) Flexible long-term work options (remote and hybrid) Volunteer time off A diverse slate of Employee Resource Groups Plus commuter contributions and other perks for office-based employees About Us Discord is a voice, video and text app that helps friends and communities come together to hang out and explore their interests — from artists and activists, to study groups, sneakerheads, plant parents, and more. With 150 million monthly users across 19 million active communities, called servers, Discord has grown to become one of the most popular communications services in the world. Discord was built without selling ads or user data and instead, offers a premium subscription called Nitro that gives users special perks like higher quality streams and fun customizations. We’re working toward an inclusive world where no one feels like an outsider, where genuine human connection is a click, text chat, or voice call away. A place where everyone can find belonging. Challenging? Heck yes. Rewarding? Double heck yes. It’s a mission that gives us the chance to positively impact millions of people all over the world. So if this strikes a chord with you, come build belonging with us!",Senior,San Francisco, CA,31,False,130000.0,178000.0,154000.0,$,False,False,Discord,3.9,501 to 1000,Company - Private,Information Technology,Internet & Web Services,8.0,$25 to $100 million,0.72,0.78,3.9,4.2,3.4,3.7,4.1,"['""Decent benefits"" (in 6 reviews)', '""Hilarious, talented coworkers"" (in 13 reviews)', '""Company culture is active and fresh, not like any other company I had worked for"" (in 8 reviews)', '""Very transparent management."" (in 5 reviews)', '""Fantastic leadership: They are competent, intelligent, humble, and kind."" (in 5 reviews)']","['""Management has repeatedly encouraged us not to follow these examples, to take time off and not overwork ourselves, but some people enjoy it, and that can lead other employees to assume they need to do the same to succeed."" (in 5 reviews)']",4.5,,False,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
259,Big Data Engineer,"Big Data
Spark-Must Have
Elastic search-Must have
Java-Must have
Cassandra-Nice to have
Kafka-Nice to have
More on Java focused big data
(Core JAVA + Spark +Elastic)",,Remote,Remote,31,True,68000.0,134000.0,101000.0,$,True,False,Larsen and Toubro (L&T),3.8,10000+,Company - Public,"Construction, Repair & Maintenance Services",Construction,85.0,,0.68,0.85,3.7,3.4,3.3,2.9,3.4,"['""good work life balance in company"" (in 372 reviews)', '""Salary is good and u enjoy perks"" (in 373 reviews)', '""Good work culture to start career and for long term"" (in 242 reviews)', '""good for starters, good management"" (in 113 reviews)', '""Job Security is a good thing"" (in 284 reviews)']","['""No work life balance we need to work in the weekends and all"" (in 372 reviews)', '""Less salary compared to other Oil and Gas companies."" (in 373 reviews)', '""Poor work culture"" (in 242 reviews)', '""Poor management and always"" (in 113 reviews)', '""Less job security is big question mark"" (in 284 reviews)']",3.6,"['Health Insurance (4 comments)\n""Good tie up with insurance provider""', 'Job Training (3 comments)\n""It was ok based on my experience""']",False,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
