"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"GEO","PPP","TOT","NATUSD","A","2005",0.575807,
"GEO","PPP","TOT","NATUSD","A","2006",0.605766,
"GEO","PPP","TOT","NATUSD","A","2007",0.645648,
"GEO","PPP","TOT","NATUSD","A","2008",0.694286,
"GEO","PPP","TOT","NATUSD","A","2009",0.675129,
"GEO","PPP","TOT","NATUSD","A","2010",0.761769,
"GEO","PPP","TOT","NATUSD","A","2011",0.811295,
"GEO","PPP","TOT","NATUSD","A","2012",0.743101,
"GEO","PPP","TOT","NATUSD","A","2013",0.724774,
"GEO","PPP","TOT","NATUSD","A","2014",0.722902,
"GEO","PPP","TOT","NATUSD","A","2015",0.753517,
"GEO","PPP","TOT","NATUSD","A","2016",0.747673,
"GEO","PPP","TOT","NATUSD","A","2017",0.804572,
"GEO","PPP","TOT","NATUSD","A","2018",0.820068,
"GEO","PPP","TOT","NATUSD","A","2019",0.84749,
"GEO","PPP","TOT","NATUSD","A","2020",0.898371,
"GEO","PPP","TOT","NATUSD","A","2021",0.950974,
"CMR","PPP","TOT","NATUSD","A","2000",238.69688,
"CMR","PPP","TOT","NATUSD","A","2001",239.202055,
"CMR","PPP","TOT","NATUSD","A","2002",242.066023,
"CMR","PPP","TOT","NATUSD","A","2003",242.016921,
"CMR","PPP","TOT","NATUSD","A","2004",236.018798,
"CMR","PPP","TOT","NATUSD","A","2005",231.948414,
"CMR","PPP","TOT","NATUSD","A","2006",230.180076,
"CMR","PPP","TOT","NATUSD","A","2007",225.22288,
"CMR","PPP","TOT","NATUSD","A","2008",231.902368,
"CMR","PPP","TOT","NATUSD","A","2009",238.728861,
"CMR","PPP","TOT","NATUSD","A","2010",237.517299,
"CMR","PPP","TOT","NATUSD","A","2011",238.707077,
"CMR","PPP","TOT","NATUSD","A","2012",242.193954,
"CMR","PPP","TOT","NATUSD","A","2013",241.083008,
"CMR","PPP","TOT","NATUSD","A","2014",239.119339,
"CMR","PPP","TOT","NATUSD","A","2015",240.708267,
"CMR","PPP","TOT","NATUSD","A","2016",237.443756,
"CMR","PPP","TOT","NATUSD","A","2017",232.801392,
"CMR","PPP","TOT","NATUSD","A","2018",231.68269,
"CMR","PPP","TOT","NATUSD","A","2019",230.273904,
"CMR","PPP","TOT","NATUSD","A","2020",229.137013,
"CMR","PPP","TOT","NATUSD","A","2021",227.378726,
"SEN","PPP","TOT","NATUSD","A","2000",218.244411,
"SEN","PPP","TOT","NATUSD","A","2001",228.3655,
"SEN","PPP","TOT","NATUSD","A","2002",229.143775,
"SEN","PPP","TOT","NATUSD","A","2003",222.635128,
"SEN","PPP","TOT","NATUSD","A","2004",216.522371,
"SEN","PPP","TOT","NATUSD","A","2005",219.85002,
"SEN","PPP","TOT","NATUSD","A","2006",219.423287,
"SEN","PPP","TOT","NATUSD","A","2007",227.726098,
"SEN","PPP","TOT","NATUSD","A","2008",241.799753,
"SEN","PPP","TOT","NATUSD","A","2009",236.201716,
"SEN","PPP","TOT","NATUSD","A","2010",237.141428,
"SEN","PPP","TOT","NATUSD","A","2011",241.276062,
"SEN","PPP","TOT","NATUSD","A","2012",245.599808,
"SEN","PPP","TOT","NATUSD","A","2013",247.211914,
"SEN","PPP","TOT","NATUSD","A","2014",243.618332,
"SEN","PPP","TOT","NATUSD","A","2015",242.595215,
"SEN","PPP","TOT","NATUSD","A","2016",244.657715,
"SEN","PPP","TOT","NATUSD","A","2017",246.786667,
"SEN","PPP","TOT","NATUSD","A","2018",239.006736,
"SEN","PPP","TOT","NATUSD","A","2019",239.649156,
"SEN","PPP","TOT","NATUSD","A","2020",240.31656,
"SEN","PPP","TOT","NATUSD","A","2021",236.380142,
